phase (degrees), delay (ns), EO Modulated (V), Un Modulatoed/Reference (V)
577.518, 0.051897435897436894, 0.16742857938100184, 0.16994286521470972
577.518, 0.051897435897436894, 0.16754286510071584, 0.17142857957099164
577.54, 0.05264957264957141, 0.17085715097242168, 0.1705142938132797
577.54, 0.05264957264957141, 0.1664000079035759, 0.16971429377528174
577.54, 0.05264957264957141, 0.16777143654014384, 0.17017143665413773
577.54, 0.05264957264957141, 0.16731429366128786, 0.17177143673013365
577.54, 0.05264957264957141, 0.16982857949499572, 0.17211429388927563
577.562, 0.05340170940170981, 0.16594286502471992, 0.17074286525270768
577.562, 0.05340170940170981, 0.1664000079035759, 0.16994286521470972
577.562, 0.05340170940170981, 0.16765715082042984, 0.17268572248784558
577.562, 0.05340170940170981, 0.16720000794157386, 0.1723428653287036
577.562, 0.05340170940170981, 0.16617143646414792, 0.17074286525270768
577.584, 0.054153846153844325, 0.16800000797957182, 0.17108572241184966
577.584, 0.054153846153844325, 0.16788572225985782, 0.17211429388927563
577.584, 0.054153846153844325, 0.1683428651387138, 0.1704000080935657
577.584, 0.054153846153844325, 0.16800000797957182, 0.1724571510484176
577.584, 0.054153846153844325, 0.1685714365781418, 0.17200000816956162
577.606, 0.054905982905982725, 0.1658285793050059, 0.16994286521470972
577.606, 0.054905982905982725, 0.1684571508584278, 0.17520000832155347
577.606, 0.054905982905982725, 0.16662857934300387, 0.1709714366921357
577.606, 0.054905982905982725, 0.16765715082042984, 0.17337143680612957
577.606, 0.054905982905982725, 0.16674286506271788, 0.17268572248784558
577.628, 0.055658119658121126, 0.17005715093442372, 0.17211429388927563
577.628, 0.055658119658121126, 0.1684571508584278, 0.17165715101041965
577.628, 0.055658119658121126, 0.16548572214586393, 0.17154286529070564
577.628, 0.055658119658121126, 0.16914286517671176, 0.17177143673013365
577.628, 0.055658119658121126, 0.16594286502471992, 0.17200000816956162
577.65, 0.05641025641025564, 0.16800000797957182, 0.1724571510484176
577.65, 0.05641025641025564, 0.16937143661613976, 0.17177143673013365
577.65, 0.05641025641025564, 0.16720000794157386, 0.1723428653287036
577.65, 0.05641025641025564, 0.17017143665413773, 0.17085715097242168
577.65, 0.05641025641025564, 0.16765715082042984, 0.17268572248784558
577.672, 0.05716239316239404, 0.16994286521470972, 0.17565715120040945
577.672, 0.05716239316239404, 0.17165715101041965, 0.17211429388927563
577.672, 0.05716239316239404, 0.1705142938132797, 0.17417143684412753
577.672, 0.05716239316239404, 0.17200000816956162, 0.17177143673013365
577.672, 0.05716239316239404, 0.17108572241184966, 0.1729142939272736
577.694, 0.05791452991452855, 0.17188572244984762, 0.17520000832155347
577.694, 0.05791452991452855, 0.16994286521470972, 0.17280000820755959
577.694, 0.05791452991452855, 0.17177143673013365, 0.17280000820755959
577.694, 0.05791452991452855, 0.17108572241184966, 0.17142857957099164
577.694, 0.05791452991452855, 0.1724571510484176, 0.17417143684412753
577.716, 0.05866666666666695, 0.17554286548069545, 0.17337143680612957
577.716, 0.05866666666666695, 0.17154286529070564, 0.17405715112441353
577.716, 0.05866666666666695, 0.17405715112441353, 0.1724571510484176
577.716, 0.05866666666666695, 0.17131429385127767, 0.17268572248784558
577.716, 0.05866666666666695, 0.17405715112441353, 0.17405715112441353
577.738, 0.05941880341880535, 0.1745142940032695, 0.1722285796089896
577.738, 0.05941880341880535, 0.17382857968498552, 0.17382857968498552
577.738, 0.05941880341880535, 0.1748571511624115, 0.17062857953299368
577.738, 0.05941880341880535, 0.17394286540469953, 0.17325715108641557
577.738, 0.05941880341880535, 0.17280000820755959, 0.1724571510484176
577.76, 0.060170940170939866, 0.17382857968498552, 0.17074286525270768
577.76, 0.060170940170939866, 0.17268572248784558, 0.17382857968498552
577.76, 0.060170940170939866, 0.17520000832155347, 0.17360000824555755
577.76, 0.060170940170939866, 0.1742857225638415, 0.17131429385127767
